dimension,cond_before,cond_after,bf_norm,prg_norm,bf_time,prg_time,prg_win
4,28.603515701749156,7.106999153783469,3.4641016151377544,3.4641016151377544,0.023755311965942383,0.19579291343688965,0
4,45.237279299833254,45.237279299833254,4.242640687119285,4.242640687119285,0.02352595329284668,0.19584941864013672,0
4,1250.160699990074,628.4121667914827,1.7320508075688772,1.7320508075688772,0.02698683738708496,0.1851809024810791,0
4,45.231521930404234,45.231521930404234,4.123105625617661,4.123105625617661,0.02300405502319336,0.2194654941558838,0
4,97.0520345309176,31.725349430648784,4.69041575982343,4.69041575982343,0.02501821517944336,0.1983485221862793,0
4,14797.085160003557,6608.480337668254,2.23606797749979,2.23606797749979,0.023534297943115234,0.19219326972961426,0
4,32.83291143166417,7.723972338972702,3.7416573867739413,3.7416573867739413,0.023552894592285156,0.21988725662231445,0
4,17.602421984541728,9.761633362612418,4.242640687119285,4.242640687119285,0.022989273071289062,0.2198166847229004,0
4,5.897952032026711,4.129776751303861,5.656854249492381,5.656854249492381,0.02484273910522461,0.1852869987487793,0
4,1373.7626004022366,38.67635897993749,2.0,2.0,0.023857831954956055,0.1993257999420166,0
4,129.71999027873235,119.02469502641902,3.1622776601683795,3.1622776601683795,0.026165246963500977,0.19183039665222168,0
4,21.342369954659524,16.33204158870796,3.0,3.0,0.0240328311920166,0.21137571334838867,0
4,12.20376504604602,13.10943344579846,5.744562646538029,5.744562646538029,0.02400684356689453,0.2100081443786621,0
4,724.0644978037575,806.2109256616109,1.4142135623730951,1.4142135623730951,0.024023771286010742,0.19014525413513184,0
4,4133.444792226817,2266.9431827933163,2.449489742783178,2.449489742783178,0.02400517463684082,0.2004530429840088,0
4,78.62578549742952,63.89905927391243,3.1622776601683795,3.1622776601683795,0.031177997589111328,0.18428492546081543,0
4,219.02580857803773,230.15298863808295,1.4142135623730951,1.4142135623730951,0.023032665252685547,0.20614957809448242,0
4,33.52035678883135,8.014132510377413,3.4641016151377544,3.4641016151377544,0.024509429931640625,0.17455530166625977,0
4,408.10744233743935,103.90916346306604,2.449489742783178,2.449489742783178,0.021511316299438477,0.1618340015411377,0
4,28.922853329094405,25.851590940665442,4.358898943540674,4.358898943540674,0.02004241943359375,0.14512324333190918,0
4,18739.488575443887,18767.428408632113,1.0,1.0,0.023099184036254883,0.14643192291259766,0
4,19.99914995000535,24.46479782204487,3.872983346207417,3.872983346207417,0.017025470733642578,0.1319115161895752,0
4,1232.2595275043145,1232.2595275043145,1.4142135623730951,1.4142135623730951,0.01600337028503418,0.13016462326049805,0
4,70.81194672746568,20.294179721741347,2.0,2.0,0.014002799987792969,0.13117313385009766,0
4,22.425061350848548,21.062487109844124,4.58257569495584,4.58257569495584,0.015003442764282227,0.12157797813415527,0
4,52.45682532334266,38.15621380005103,2.449489742783178,2.449489742783178,0.017737865447998047,0.11501932144165039,0
4,87.66778107686855,26.725132122045395,2.0,2.0,0.01400303840637207,0.11520791053771973,0
4,64.06369126791573,8.292986702186315,2.6457513110645907,2.6457513110645907,0.013141870498657227,0.1171417236328125,0
4,30.781198879393575,12.489198260578,3.872983346207417,3.872983346207417,0.015019655227661133,0.11211013793945312,0
4,20.982768565711655,20.819274116641715,4.242640687119285,4.242640687119285,0.01400303840637207,0.11383938789367676,0
4,230.14687498950028,36.685672091382614,1.4142135623730951,1.4142135623730951,0.014002799987792969,0.1227107048034668,0
4,114.00953771371147,80.08692344074689,2.6457513110645907,2.6457513110645907,0.017012357711791992,0.11705160140991211,0
4,18.10554577741791,14.334306654068227,4.69041575982343,4.69041575982343,0.014002323150634766,0.11710691452026367,0
4,64.96372334173965,20.005524354241953,2.449489742783178,2.449489742783178,0.016368389129638672,0.12679743766784668,0
4,34.96743605306791,9.91360314558026,4.358898943540674,4.358898943540674,0.026565074920654297,0.11183691024780273,0
4,8203.808152438922,2776.820322406005,1.0,1.0,0.01607346534729004,0.1131887435913086,0
4,78.794718276376,42.11698336065319,3.0,3.0,0.01400303840637207,0.11551833152770996,0
4,1063.3645485115655,991.825281496483,3.1622776601683795,2.6457513110645907,0.015167951583862305,0.12224030494689941,1
4,1226.9814345783361,71.49765259191165,2.23606797749979,2.23606797749979,0.015003442764282227,0.11368894577026367,0
4,344023.50588791014,239106.26553836442,1.7320508075688772,1.7320508075688772,0.014003276824951172,0.11224937438964844,0
4,152.17544251355875,71.06589265699482,1.4142135623730951,1.4142135623730951,0.015016794204711914,0.11555218696594238,0
4,17.435746359668308,6.701610397035832,3.7416573867739413,3.7416573867739413,0.014008760452270508,0.11156296730041504,0
4,183.30758398043216,24.988812593388936,1.7320508075688772,1.7320508075688772,0.01500701904296875,0.11568498611450195,0
4,38.36794704776235,19.211857904742363,4.123105625617661,4.123105625617661,0.014996767044067383,0.11645030975341797,0
4,1053.0059154196124,469.36703190866194,1.4142135623730951,1.4142135623730951,0.014522075653076172,0.11319375038146973,0
4,3471.5045923353523,314.5495406240475,1.4142135623730951,1.4142135623730951,0.015002965927124023,0.10957694053649902,0
4,35.55782528245887,30.273640657590754,3.872983346207417,3.872983346207417,0.01400303840637207,0.12066435813903809,0
4,173.20548714495015,114.43258655856498,2.449489742783178,2.449489742783178,0.014036417007446289,0.11504101753234863,0
4,120.91805474939945,60.431996151206945,2.6457513110645907,2.6457513110645907,0.015003204345703125,0.1375432014465332,0
4,375.9231737997376,134.99618790895016,2.6457513110645907,2.6457513110645907,0.014016866683959961,0.11400604248046875,0
5,108.82976535232478,51.52892434170313,3.0,3.0,0.11678338050842285,0.33731794357299805,0
5,6.991105693840311,5.567518498358846,5.477225575051661,5.477225575051661,0.11045384407043457,0.3485538959503174,0
5,46.98910729298415,21.791263497490338,4.47213595499958,4.47213595499958,0.10963630676269531,0.3540172576904297,0
5,311.29039058251146,213.06682786778998,3.0,3.0,0.10057187080383301,0.34595704078674316,0
5,9695.43673345966,1460.1148779022685,2.23606797749979,2.23606797749979,0.11398196220397949,0.33685874938964844,0
5,25.07171078731718,25.08738462158745,5.0,5.0,0.12752985954284668,0.3313717842102051,0
5,18.763819279245194,16.269737926377378,4.47213595499958,4.47213595499958,0.11955118179321289,0.3757753372192383,0
5,275.4418044838808,47.86692110968444,3.605551275463989,3.605551275463989,0.10329270362854004,0.3864786624908447,0
5,38.51443483553692,46.818236134096956,4.0,4.0,0.10587644577026367,0.33400559425354004,0
5,4353.275909456555,1683.0714795237523,2.6457513110645907,2.449489742783178,0.1055307388305664,0.37459301948547363,1
5,6337.574462007189,1455.509804713541,3.1622776601683795,2.449489742783178,0.11920928955078125,0.3574354648590088,1
5,15.495693178242174,14.306713840854364,4.47213595499958,4.47213595499958,0.10544919967651367,0.338531494140625,0
5,8.021270005347972,8.021270005347972,5.0,5.0,0.10252904891967773,0.3500642776489258,0
5,88.91460193771144,16.928062386446623,4.58257569495584,4.58257569495584,0.11007308959960938,0.36270618438720703,0
5,121.07045692873699,101.64519538864502,3.4641016151377544,3.4641016151377544,0.10235881805419922,0.3585677146911621,0
5,22.5864892424788,7.960644554825902,5.0,5.0,0.10054445266723633,0.3451089859008789,0
5,494.7594457332494,205.37770739906173,2.8284271247461903,2.8284271247461903,0.11252975463867188,0.34871387481689453,0
5,24.97962181257466,15.25140471980179,5.385164807134504,5.385164807134504,0.1429452896118164,0.34294867515563965,0
5,125.00600663801187,83.7339276193542,3.872983346207417,3.872983346207417,0.10829710960388184,0.38364481925964355,0
5,19.860301772969994,19.860301772969994,4.242640687119285,4.242640687119285,0.10660362243652344,0.3960883617401123,0
5,16.19909130848757,6.7973254087381925,4.795831523312719,4.795831523312719,0.10693526268005371,0.35486578941345215,0
5,62.29705953890741,22.159546311851802,2.6457513110645907,2.6457513110645907,0.10853767395019531,0.3783152103424072,0
5,136.6688760890795,121.38914072614232,3.7416573867739413,3.7416573867739413,0.12907791137695312,0.33834362030029297,0
5,1401.4906550309954,882.1932265100929,2.6457513110645907,2.6457513110645907,0.10153055191040039,0.3555293083190918,0
5,1137.8945851501417,1214.6849446684964,2.6457513110645907,2.6457513110645907,0.10455751419067383,0.3630406856536865,0
5,1258.340903030877,390.64917228992886,2.0,2.0,0.10161900520324707,0.3579127788543701,0
5,59.10617346857354,33.371043457590815,4.58257569495584,4.58257569495584,0.10478019714355469,0.3497183322906494,0
5,57.32821595592591,39.24202081879094,3.7416573867739413,3.7416573867739413,0.10710668563842773,0.35350823402404785,0
5,29.566716926644272,12.84389649355733,4.358898943540674,4.358898943540674,0.10881710052490234,0.34038710594177246,0
5,41.73681843006117,30.418514411206992,3.7416573867739413,3.7416573867739413,0.10252904891967773,0.3678598403930664,0
5,31.6821392184191,15.447418410373778,2.8284271247461903,2.8284271247461903,0.10138845443725586,0.3422086238861084,0
5,23.103474582336606,13.429517123819643,4.242640687119285,4.242640687119285,0.09956955909729004,0.3689079284667969,0
5,243.73405405690738,38.8794717774205,4.47213595499958,4.47213595499958,0.10376238822937012,0.35105252265930176,0
5,39854308.80543029,7351412.400602593,1.7320508075688772,1.7320508075688772,0.10130453109741211,0.34985828399658203,0
5,1983.2395104883642,165.81046660789065,1.7320508075688772,1.7320508075688772,0.13069438934326172,0.3331592082977295,0
5,561.6894254946445,148.70620248322592,4.0,4.0,0.1022498607635498,0.3397805690765381,0
5,1317.7792938670036,124.32321845175002,2.449489742783178,2.449489742783178,0.10556888580322266,0.35806703567504883,0
5,6618.0128243982035,774.0905171790206,3.1622776601683795,2.8284271247461903,0.1134040355682373,0.3771042823791504,1
5,1993.2348894347374,939.6334673936013,1.7320508075688772,1.7320508075688772,0.10451579093933105,0.3626370429992676,0
5,157.7475926921793,61.0760695724816,3.3166247903554,3.3166247903554,0.10465478897094727,0.40222597122192383,0
5,5440.89274686019,576.5563533162062,2.449489742783178,2.0,0.1140756607055664,0.38899946212768555,1
5,28.316608913118365,32.880012797537844,5.0990195135927845,5.0990195135927845,0.1057279109954834,0.40509915351867676,0
5,223186.85250977674,36961.73658796054,1.4142135623730951,1.4142135623730951,0.10242867469787598,0.37031102180480957,0
5,5259.964957813232,1549.4160098484724,1.7320508075688772,1.7320508075688772,0.11111021041870117,0.3675096035003662,0
5,26.21038422284419,20.91118900015522,6.244997998398398,6.244997998398398,0.10100793838500977,0.3524491786956787,0
5,1500.3182920850927,474.574618117117,2.449489742783178,2.449489742783178,0.10629606246948242,0.36859869956970215,0
5,509.10150182233315,290.5552780559461,2.449489742783178,2.449489742783178,0.10666513442993164,0.3421037197113037,0
5,133.5617130756061,108.09671777415438,3.1622776601683795,3.1622776601683795,0.10354757308959961,0.33238887786865234,0
5,96.33748166199386,27.796089215074304,3.605551275463989,3.605551275463989,0.11969614028930664,0.3650798797607422,0
5,390.66873665637775,29.455131622959428,2.449489742783178,2.449489742783178,0.10152792930603027,0.3821837902069092,0
6,73.89327819409081,82.67198368553464,4.795831523312719,4.795831523312719,0.7536687850952148,1.0509660243988037,0
6,296.3574719220401,137.61174732805964,4.358898943540674,4.69041575982343,0.778355598449707,1.0566329956054688,0
6,1043.399631398676,335.90270537400926,3.605551275463989,3.605551275463989,0.7574622631072998,1.030273675918579,0
6,1123.4931634647278,717.7677986210626,3.3166247903554,3.3166247903554,1.7666666507720947,2.6227197647094727,0
6,66.70435128544264,18.81196165975587,4.47213595499958,4.47213595499958,1.9033763408660889,2.5892703533172607,0
6,124.75208969639834,50.652921272739675,3.3166247903554,3.3166247903554,1.8931446075439453,2.6256964206695557,0
6,1591.4989038444194,472.22849952140143,2.23606797749979,2.23606797749979,1.8618552684783936,2.6073265075683594,0
6,21.31684350115205,18.906303405592816,4.242640687119285,4.242640687119285,1.9724421501159668,2.8663291931152344,0
6,47.57095248021555,21.016689953252133,4.123105625617661,4.123105625617661,1.8733723163604736,2.655510663986206,0
6,110.95113293355163,42.24391763688766,3.3166247903554,3.3166247903554,1.9183828830718994,2.7797136306762695,0
6,222.5497825074373,41.445444749936264,4.358898943540674,4.358898943540674,1.9458560943603516,2.633671760559082,0
6,75.15223904866917,31.27156121933537,5.916079783099616,5.916079783099616,1.8827741146087646,2.601592540740967,0
6,30.14744508743333,25.513175719466222,5.196152422706632,5.196152422706632,1.9156153202056885,2.628641128540039,0
6,1099.3589357354315,325.6880421817726,3.605551275463989,3.605551275463989,1.966210126876831,2.6106064319610596,0
6,363.8832186249704,256.02660650052184,3.7416573867739413,3.7416573867739413,1.8593602180480957,2.630087375640869,0
6,10538.392475081193,9820.715465982448,3.872983346207417,3.872983346207417,1.9401202201843262,2.623138666152954,0
6,14.550080213197669,10.220277222957959,5.916079783099616,6.244997998398398,1.9093482494354248,2.607853889465332,0
6,70.46311726849478,27.408764374769046,5.385164807134504,5.385164807134504,1.9244189262390137,2.5973753929138184,0
6,22324.736915906913,2955.159976299992,2.0,2.0,1.876307725906372,2.514148235321045,0
6,23492.377651725466,15820.143848559075,3.872983346207417,3.872983346207417,1.8930509090423584,2.6676459312438965,0
6,1000.2051023393559,188.1955586996435,3.872983346207417,3.872983346207417,1.9109466075897217,2.676051139831543,0
6,439.0973239893922,320.3050169695308,3.605551275463989,3.605551275463989,1.877162218093872,2.753929853439331,0
6,798.054414499147,411.1435976427475,3.605551275463989,3.605551275463989,1.9288828372955322,2.8341517448425293,0
6,3580.798338837167,955.1431702314476,3.1622776601683795,3.1622776601683795,2.1198596954345703,2.6891977787017822,0
6,65.4428159023938,15.945663419084818,3.7416573867739413,3.7416573867739413,1.772557258605957,2.0734589099884033,0
6,356.4520264772643,321.4236787404057,3.0,3.0,1.9234898090362549,2.7742650508880615,0
6,419.7691601435693,269.722020205435,3.3166247903554,3.3166247903554,1.9043488502502441,2.608259439468384,0
6,82.12878840590032,21.16072990926192,4.898979485566356,5.656854249492381,1.9446427822113037,2.618598699569702,0
6,129.4979064582832,137.677830918447,2.8284271247461903,2.8284271247461903,1.9056470394134521,2.6066982746124268,0
6,357.81275524772644,90.45019967609497,3.7416573867739413,3.7416573867739413,1.894510269165039,2.6473069190979004,0
6,104.34992325785461,104.34992325785461,5.916079783099616,5.916079783099616,1.8919663429260254,2.637026309967041,0
6,109.04456179999963,79.88690518837895,4.47213595499958,4.47213595499958,1.8255834579467773,2.598555088043213,0
6,109.35983966357222,57.89445805715859,3.4641016151377544,3.4641016151377544,1.8726184368133545,2.575615644454956,0
6,5421.877103224572,2240.586202160976,2.6457513110645907,2.6457513110645907,1.9159214496612549,2.5967278480529785,0
6,14.255695094582492,18.637181103675132,6.324555320336759,6.324555320336759,1.876399040222168,2.621368885040283,0
6,66.99007832796586,24.860646233950565,2.8284271247461903,2.8284271247461903,1.8548848628997803,2.6170356273651123,0
6,165.69854574164938,29.424465608829696,3.1622776601683795,3.1622776601683795,1.887986183166504,2.602799892425537,0
6,1574.3825367237982,487.6849342507883,3.7416573867739413,3.7416573867739413,1.882580280303955,1.78704833984375,0
6,158.55675396311102,123.15284758082288,4.358898943540674,4.358898943540674,0.7231671810150146,0.9953522682189941,0
6,1817.165026411577,651.0639570247283,2.449489742783178,2.449489742783178,0.7070407867431641,0.980170726776123,0
6,54.18240097766854,17.014416589187487,5.291502622129181,5.291502622129181,0.7155599594116211,1.001859188079834,0
6,54055.50997168621,27382.275418364334,3.3166247903554,3.1622776601683795,0.7182276248931885,1.0030934810638428,1
6,68.54693947372867,49.53652648328803,5.916079783099616,5.916079783099616,0.7173926830291748,0.9952306747436523,0
6,311.9784270373364,240.31529312788908,3.605551275463989,3.605551275463989,0.7097377777099609,0.9965305328369141,0
6,370.1741726554677,141.11647392402995,4.47213595499958,4.47213595499958,0.7060091495513916,0.9884505271911621,0
6,542.6222707424479,76.26090171698947,3.0,3.0,0.7105884552001953,0.9908957481384277,0
6,64.75050790331152,11.771224705742801,4.0,4.0,0.7203354835510254,0.9906904697418213,0
6,90.27287316658762,65.08511932239723,4.795831523312719,4.795831523312719,0.7131209373474121,0.9903452396392822,0
6,86.77908739140096,29.352920361416924,5.291502622129181,5.291502622129181,0.7203190326690674,1.0060436725616455,0
6,3780.841652061556,814.3233185447335,3.3166247903554,3.3166247903554,0.7129349708557129,0.990227222442627,0
